Quantity,Price,Country,Description,Review,sentiment,sentiment_score,risk_level,customer_segment,churn_risk,satisfaction_score
13,4.59,Portugal,"Premium Espresso Roast Coffee Beans, 1lb","Purchased 13 bags of this coffee at $4.59 each. The aroma is rich, and the taste is smooth. Excellent value for such high-quality beans.",positive,0.8,low,bulk_buyer,low,5
6,4.35,Channel Islands,"Handcrafted Ceramic Mug, Teal Glaze Finish",Got 6 of these beautiful mugs for $4.35 each. They feel sturdy and look elegant. Perfect for my morning tea. Very satisfied!,positive,0.9,low,premium,low,5
3,2.6,Belgium,"Soft Bamboo Fiber Hand Towels, Set of 3","I bought 3 sets of these towels for $2.60 a set. They are incredibly soft and absorbent. Great for everyday use, highly recommend them!",positive,0.8,low,budget_conscious,low,5
9,1.27,Spain,"Assorted Berry Flavored Hard Candies, 100g",Picked up 9 bags of these candies at $1.27 each. They have a delightful berry flavor and are not too sweet. A nice treat for everyone.,positive,0.7,low,budget_conscious,low,4
-2,3.35,United Kingdom,"Stainless Steel Water Bottle, 500ml Capacity","I returned 2 of these bottles. While the quality was decent for $3.35, I found a better option elsewhere. The return process was smooth.",neutral,0.0,medium,return_prone,medium,3
10,23.08,Italy,"Premium Noise-Cancelling Headphones, Black","Ordered 10 pairs of these headphones for $23.08 each. The sound quality is exceptional, and the noise cancellation works perfectly. Very impressed with this purchase.",positive,0.9,low,premium,low,5
9,7.75,Channel Islands,"Natural Wood Picture Frame, 8x10 Inch Size",I purchased 9 of these frames at $7.75 each. They are well-made and the wood finish is beautiful. Perfect for displaying my family photos.,positive,0.8,low,premium,low,5
11,4.24,Germany,"Organic Green Tea Bags, 20 Count, Jasmine",Bought 11 boxes of this tea for $4.24 per box. The jasmine scent is lovely and the taste is refreshing. A great way to start my day.,positive,0.8,low,bulk_buyer,low,5
7,0.0,Channel Islands,"Promotional Sample Pack, New Product Launch",Received 7 of these samples for free! It was a great way to try a new product. The quality was surprisingly good. I'll definitely buy the full size.,positive,0.9,low,impulse_buyer,low,5
-2,2.91,United Kingdom,"Ergonomic Gel Pen Set, Assorted Colors","Returned 2 sets of these pens. They were okay for $2.91, but the ink flow wasn't consistent enough for my needs. The return process was simple.",negative,-0.4,medium,return_prone,medium,2
-2,10.34,Unspecified,"High-Speed USB 3.0 Flash Drive, 64GB","I had to return 2 of these flash drives. For $10.34 each, I expected better performance. They were slower than advertised. Disappointed.",negative,-0.7,high,return_prone,high,1
9,1.44,Switzerland,"Disposable Face Masks, 50 Count, Blue",Purchased 9 packs of these masks for $1.44 a pack. They are comfortable and breathable. Good for daily use and great value for the price.,positive,0.8,low,budget_conscious,low,5
-2,6.38,RSA,"Portable Bluetooth Speaker, Mini Size",I returned 2 of these speakers. The sound quality was not what I hoped for $6.38. It lacked bass. The customer service handled the return well.,negative,-0.5,high,return_prone,high,2
17,4.4,Bahrain,"Artisanal Sourdough Bread Loaf, Freshly Baked","Bought 17 loaves of this bread for $4.40 each. It's absolutely delicious, with a perfect crust and soft interior. My new favorite bakery item.",positive,0.9,low,bulk_buyer,low,5
9,4.65,Sweden,"Essential Oil Diffuser, Ultrasonic, Wood Grain",I got 9 of these diffusers for $4.65 each. They work great and add a lovely ambiance to any room. Good quality for the price point.,positive,0.8,low,bulk_buyer,low,5
2,10.33,Iceland,Premium Stainless Steel Kitchen Knife Set,Bought 2 sets of these knives at $10.33 per set. They are incredibly sharp and well-balanced. A fantastic upgrade for my kitchen tools.,positive,0.9,low,premium,low,5
8,0.54,Norway,"Colorful Rubber Erasers, Pack of 10",Purchased 8 packs of these erasers for $0.54 a pack. They work perfectly and are great for school supplies. My kids love the bright colors.,positive,0.8,low,budget_conscious,low,5
12,7.83,United Kingdom,"Wireless Gaming Mouse, RGB Lighting",I ordered 12 of these gaming mice for $7.83 each. They are responsive and the RGB lighting looks fantastic. Excellent for gaming sessions.,positive,0.9,low,bulk_buyer,low,5
17,1.31,Germany,"Biodegradable Plant Pots, Small Size, 10-pack",Got 17 packs of these plant pots for $1.31 a pack. They are perfect for starting seeds and are eco-friendly. Very happy with this purchase!,positive,0.9,low,bulk_buyer,low,5
-1,2.83,Germany,Organic Apples - Granny Smith Variety,"Had to return 1 apple at $2.83, it was bruised. Disappointed with the quality this time.",negative,-0.8,high,return_prone,high,1
10,8.71,Germany,Premium Coffee Beans - Medium Roast,"Bought 10 bags for $8.71 each. Fantastic aroma and rich flavor, a daily essential for me!",positive,0.9,low,premium,low,5
11,3.71,Australia,Artisan Bread Loaf - Sourdough Rustic,"Purchased 11 loaves at $3.71 each for the event. Everyone loved the fresh, crusty bread!",positive,0.8,low,premium,low,5
80,0.0,Greece,Promotional Water Bottles - BPA Free,"Received 80 water bottles as a free promotion. Great for the team, very sturdy and useful!",positive,0.7,low,bulk_buyer,low,4
8,4.76,Spain,Stainless Steel Spoons - Set of 4,"Ordered 8 sets of spoons for $4.76 a set. Good quality for the price, happy with my purchase.",positive,0.6,low,budget_conscious,low,4
124,1.19,Austria,Disposable Face Masks - 50 Count Box,"Bought 124 boxes at $1.19 each. Excellent bulk deal for the office, always in demand.",positive,0.8,low,budget_conscious,low,5
7,6.62,Germany,Gourmet Chocolate Bar - Dark Cacao,Picked up 7 bars at $6.62 each. A bit pricey but the rich taste is absolutely worth it.,positive,0.7,low,premium,low,4
14,3.25,EIRE,Organic Chicken Eggs - Dozen Pack,"Purchased 14 dozen eggs for $3.25 a dozen. Always fresh and great for baking, highly recommend.",positive,0.9,low,premium,low,5
15,2.87,Switzerland,Herbal Tea Bags - Chamomile Blend,Got 15 boxes of tea for $2.87 each. Very calming and a good value for the quantity.,positive,0.7,low,budget_conscious,low,4
7,4.22,Lithuania,Scented Candle - Lavender & Vanilla,Bought 7 candles at $4.22 apiece. They smell wonderful and burn evenly. Perfect for relaxation.,positive,0.9,low,premium,low,5
59,4.94,EIRE,AA Batteries - Bulk Pack of 20,"Stocked up with 59 packs of batteries at $4.94 each. Essential for all our devices, great deal.",positive,0.8,low,budget_conscious,low,5
16,4.72,Greece,Dish Soap Refill - Lemon Scent 32oz,Grabbed 16 bottles for $4.72 each. Cleans effectively and smells fresh. A household staple!,positive,0.8,low,bulk_buyer,low,5
-2,4.35,Channel Islands,Reusable Shopping Bags - Large Size,"Returned 2 shopping bags, each costing $4.35. They were larger than expected for my needs.",negative,-0.5,high,return_prone,medium,2
20,15.25,Spain,Wireless Earbuds - Noise Cancelling,Bought 20 pairs at $15.25 each for the team. Sound quality is decent for the price.,neutral,0.3,low,budget_conscious,medium,3
1,5.82,Channel Islands,Stainless Steel Water Bottle 24oz,"Purchased 1 bottle for $5.82. Keeps drinks cold for hours, very durable and stylish.",positive,0.8,low,impulse_buyer,low,5
9,9.58,United Kingdom,Premium Olive Oil - Extra Virgin 1L,"Got 9 bottles at $9.58 each. This olive oil is excellent for cooking and salads, rich flavor.",positive,0.9,low,premium,low,5
1,1.04,Malta,Single-Serve Yogurt - Strawberry,"Just bought 1 yogurt for $1.04. It was a quick snack and tasted good, standard quality.",neutral,0.2,low,impulse_buyer,low,3
7,2.92,Belgium,Laundry Detergent Pods - Fresh Scent,"Purchased 7 packs for $2.92 each. They clean well and the scent is pleasant, good value.",positive,0.7,low,budget_conscious,low,4
10,18.9,United Kingdom,High-Speed USB-C Cable - 6ft Length,"Ordered 10 cables at $18.90 each. Fast charging and durable, exactly what I needed for work.",positive,0.9,low,bulk_buyer,low,5
24,3.26,Austria,Canned Tuna in Water - Pack of 4,"Bought 24 packs of tuna for $3.26 each. A pantry staple, always good to have on hand.",positive,0.7,low,bulk_buyer,low,4
0,2.22,Denmark,Small pack of organic herbal tea bags,"Disappointed, this tea was out of stock when I tried to order. The price was good though.",negative,-0.6,high,return_prone,high,1
1,5.39,Lithuania,"Premium single-origin coffee beans, 250g","Excellent coffee, rich flavor for just $5.39. Arrived quickly and well-packaged.",positive,0.9,low,premium,low,5
13,2.26,Switzerland,Set of 13 colorful gel pens for artists,"Great value for 13 pens, each costing only $2.26. They write smoothly and colors are vibrant!",positive,0.8,low,budget_conscious,low,5
15,6.1,Lithuania,Pack of 15 durable microfiber cleaning cloths,"These 15 cloths are fantastic, very absorbent. Worth the $6.10 for the whole pack.",positive,0.85,low,bulk_buyer,low,5
4,4.2,Channel Islands,Four-pack of eco-friendly bamboo toothbrushes,Good quality toothbrushes. The 4-pack for $4.20 is a very reasonable price. Happy with purchase.,positive,0.75,low,budget_conscious,low,4
169,3.3,Germany,Bulk pack of 169 tiny colorful craft beads,An amazing deal! Got 169 beads for only $3.30. Perfect for jewelry making. Very happy!,positive,0.95,low,bulk_buyer,low,5
15,4.85,United Kingdom,Set of 15 assorted scented tea light candles,Lovely scents and good burn time. 15 candles for $4.85 is a steal. Will definitely repurchase.,positive,0.9,low,budget_conscious,low,5
9,5.51,United Arab Emirates,Pack of 9 premium organic cotton baby socks,Soft and comfy for baby. The 9 pairs for $5.51 is a good deal. Washes well too.,positive,0.8,low,premium,low,5
23,5.21,France,23-piece assorted novelty sticker collection,My kids loved this sticker pack! 23 unique designs for just $5.21. Great for party favors.,positive,0.85,low,impulse_buyer,low,5
81,2.4,EIRE,Bulk pack of 81 small self-adhesive labels,Perfect for organizing my pantry. 81 labels for only $2.40 is incredibly cheap. Good adhesion.,positive,0.9,low,bulk_buyer,low,5
16,10.79,Italy,16-color professional watercolor paint set,Vibrant pigments and easy to blend. The $10.79 price for 16 colors is excellent value for artists.,positive,0.85,low,premium,low,5
9,4.97,USA,Pack of 9 durable silicone muffin cups,These muffin cups are non-stick and easy to clean. 9 for $4.97 is a fair price. Bake perfectly.,positive,0.8,low,budget_conscious,low,4
16,4.51,Greece,16-pack of scented bath bombs for relaxation,Amazing variety of scents! Each bath bomb works great. 16 for $4.51 is an absolute bargain.,positive,0.95,low,bulk_buyer,low,5
3,5.28,United Kingdom,Set of 3 premium glass food storage containers,These containers are sturdy and seal well. Three for $5.28 is a very good deal. Highly recommend.,positive,0.9,low,premium,low,5
2,6.2,United Arab Emirates,Two large reusable canvas shopping bags,Sturdy and spacious bags. Two for $6.20 is reasonable. Helps reduce plastic waste effectively.,positive,0.75,low,budget_conscious,low,4
13,2.01,Switzerland,13-piece set of mini garden tool accessories,Perfect for my small indoor plants. 13 tools for just $2.01 is an unbeatable price. Good quality.,positive,0.9,low,budget_conscious,low,5
12,16.51,Belgium,Dozen gourmet dark chocolate truffle assortment,Absolutely delicious chocolates! The 12-piece box for $16.51 was a wonderful treat. Rich and decadent.,positive,0.95,low,premium,low,5
11,9.23,Unspecified,Pack of 11 assorted brightly colored balloons,"Great for party decorations, good quality. 11 balloons for $9.23 felt a bit pricey, but they held air well.",neutral,0.3,medium,impulse_buyer,medium,3
7,1.65,Channel Islands,Seven small decorative magnetic fridge clips,Cute and functional clips for the fridge. 7 pieces for $1.65 is super cheap. Hold up notes well.,positive,0.85,low,budget_conscious,low,5
7,3.13,United Kingdom,Set of 7 colorful plastic children's dining plates,Durable and kid-friendly plates. 7 plates for $3.13 is a fantastic deal. Easy to clean. Recommended.,positive,0.9,low,budget_conscious,low,5
4,3.61,EIRE,"4 Fresh Strawberries, total cost $14.44.",These 4 strawberries were incredibly sweet and juicy! Excellent quality for the price paid. Will buy again.,positive,0.9,low,premium,low,5
-5,6.36,Italy,"Return of 5 Gourmet Chocolate Bars, $6.36 each.",Had to return 5 chocolate bars. They arrived melted and inedible. Disappointed with the delivery handling.,negative,-0.8,high,return_prone,high,1
0,12.0,Portugal,"Zero quantity of a Rustic Wooden Spoon, priced $12.00.",This item was unfortunately out of stock. I really wanted that wooden spoon. Please restock soon!,neutral,-0.2,high,impulse_buyer,medium,2
16,0.03,United Kingdom,"16 Small Rubber Bands, incredible value at $0.03/unit.",Got 16 rubber bands for next to nothing. They're exactly what I needed for office use. Great bargain!,positive,0.8,low,budget_conscious,low,5
109,0.95,Malta,"Bulk order of 109 AA Batteries, each for $0.95.",Bought 109 batteries. They power all my devices reliably. Excellent bulk purchase for the price.,positive,0.8,low,bulk_buyer,low,5
12,8.85,Greece,"12 units of Premium Olive Oil, priced at $8.85 each.","The 12 bottles of olive oil are fantastic! Rich flavor, perfect for cooking. Highly recommend this product.",positive,0.9,low,premium,low,5
7,10.69,France,"7 packets of Organic Green Tea, total $74.83.","Received 7 packets of tea. The flavor is very refreshing. A bit pricey, but worth it for the quality.",positive,0.7,low,premium,low,4
7,7.73,EIRE,"7 Craft Beer Bottles, special price $7.73 per bottle.",Ordered 7 craft beers. They were well-packaged and tasted great. A nice selection for an evening.,positive,0.8,low,impulse_buyer,low,5
7,6.63,United Kingdom,"7 rolls of High-Quality Wrapping Paper, $6.63 each.",The 7 rolls of wrapping paper are beautiful and thick. Perfect for gifts. Very happy with this purchase.,positive,0.9,low,premium,low,5
4,3.13,France,"4 units of Hand Soap Dispenser, total $12.52.",Got 4 soap dispensers. They look sleek and work perfectly. Great value for the quality received.,positive,0.8,low,budget_conscious,low,5
12,7.72,Unspecified,"12 LED Light Bulbs, energy efficient, $7.72 each.",These 12 LED bulbs are bright and really save energy. Installation was easy. Very satisfied with them.,positive,0.9,low,bulk_buyer,low,5
22,2.11,Spain,"22 Reusable Shopping Bags, durable design, $2.11 each.",The 22 shopping bags are robust and perfect for groceries. Eco-friendly and a good size. Highly recommend!,positive,0.9,low,bulk_buyer,low,5
7,2.53,Spain,"7 packs of Sticky Notes, vibrant colors, $2.53 per pack.",Received 7 packs of sticky notes. The colors are great and they stick well. Essential for office tasks.,positive,0.7,low,bulk_buyer,low,4
4,0.4,United Kingdom,"4 Small Erasers, total cost $1.60. Very affordable!",These 4 erasers are tiny but effective. Amazing price for a simple school supply. Good for kids.,positive,0.8,low,budget_conscious,low,5
